Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2023-03-12 22:43:39,531.41,Aayush Lala,dff85cc8207e21041e14ca6e2153a2568583901e7185a8abaca3323a27044a7e,Issac-Sane,8084,Fatehpur,EUR,MasterCard,08/28,38b83caefa1ef26940f1d07bd4ec94c60809b0f88f2118e82ef8ec2d98938a84,00,0dc908a5-1519-4df0-9c6d-12e7b4f6ae88,1,3 or more,In-Person,215.92.45.32,Tablet,,"Cumque nam quos. Maiores quas illo totam corrupti illo. Quo eligendi quidem itaque.
Sint repudiandae labore voluptates possimus soluta inventore. Sed similique asperiores consequuntur cumque."
2021-07-21 18:54:00,350.56,Sana Bajaj,49ffe376cbce0f68c914b928bdfd9f5b3965dbf1d7e507fb5b44db38d5a179d1,"Deshpande, Sachdeva and Master",1378,Saharsa,EUR,MasterCard,01/28,e0e3fcdfb0803ca538910c12042cb6232acb9e3c6db8908524aea6ed560e5334,05,adc87aaa-ece1-4418-a861-2c8276b72ae4,0,1,In-Person,161.88.65.42,Mobile,,Neque officiis dolore sed reiciendis. Omnis facere maxime amet. Commodi possimus hic eaque animi minus illo odio.
2020-07-04 11:38:54,1594.56,Parinaaz Dube,b9455a5de8808cb75971efc04121b286972807b2f562472e21ac12db04e8e4f7,Sankar-Soni,3271,Bahraich,USD,MasterCard,03/28,182dc6b90f1c9cd913c39a6b5506f582caba9ddeadafe32f5bdbac25efd705ac,00,a00ac0ff-fc45-452c-bd37-48dc5a40d7e8,0,1,Online,213.44.188.40,Desktop,okota,Explicabo aspernatur asperiores sed. Laboriosam exercitationem distinctio tempora magni reprehenderit ad. Aliquam aspernatur nulla excepturi tempore saepe similique illum.
2020-07-22 03:34:30,1842.12,Hrishita Soni,5b8facc8d1796749f06fa910cf06c94ba8826417903baa38f0d3d2715e9aec75,Mammen-Chokshi,7267,Panvel,EUR,Visa,05/31,234666d765f4c0a26cf4d96eced9155888477cb9b19e8cb48ae4ea79ce1b28de,00,2e6560c5-9bf5-4c24-9a61-ef133eac8a03,0,None,Online,73.180.20.59,Tablet,dwagle,Incidunt amet nam voluptates molestias. Dolore aliquid explicabo placeat impedit.
2020-09-13 22:11:31,230.1,Mahika Chowdhury,c25b46119311773c260a7c3cc76d9795e241525e6465515838332ee65be84ab5,Mand Ltd,7258,Ichalkaranji,INR,American Express,06/25,83151157c10d85af7c84657c71c3e3603d955160f0526fce672481da83a2e090,12,8311cceb-ff32-4438-a9b2-93e48790378f,1,1,In-Person,113.18.102.128,Mobile,aryaheer,"Modi tempora aspernatur. Reiciendis dignissimos possimus autem. Sint aspernatur quam quis quae ab.
Dolore expedita delectus nesciunt. Omnis est occaecati pariatur quae amet dolorum facilis."
2023-01-02 23:07:49,3752.75,Siya Ramakrishnan,f032589348755ad79d3480892207ff9bdab30b16a1e39001660e626429c9110d,Gopal-Yadav,5382,Anantapuram,INR,American Express,05/31,0ebb3519a0c4044c4571b2408a52e7ed8009564205ca65a69fd43f232352f256,00,8d754059-db28-45d8-ad23-6ea8dd5098b2,0,1,In-Person,211.153.251.153,Tablet,kapurtaran,Labore cupiditate unde. Ea facilis natus inventore mollitia amet vitae odio. Suscipit nulla laudantium totam.
2022-08-08 04:08:06,1043.52,Dharmajan Garg,e5b5cd2464be9702b963765fc562d30caf918a0e4ea2294eb9e3342fbd981de3,Ray and Sons,4931,Mangalore,EUR,American Express,01/33,fabf5b7fedb3e62a81c9298b19706249ee128011bf9d94867681020c16f8b741,12,e00520cc-03c1-4a9b-9086-891b3fd5f85f,0,3 or more,Online,11.117.50.122,Mobile,lavanya47,Praesentium quia ea libero eum iusto aut voluptatem. Facilis reiciendis aut aliquam. Accusamus voluptatum sapiente deserunt laborum voluptatem magni quia.
2021-10-03 05:11:16,454.21,Raghav Dua,e26e2ca96f8b07645b456ace1165817b1448c07b172d81f2e374b532a2343183,Tailor LLC,8373,South Dumdum,EUR,Visa,02/32,38879b6376fbabdc8fbfb85f6b11a296aca6de14093a54881b73528b62848d8c,12,7940cb96-148d-422f-b368-199748f64c5a,1,1,Online,200.195.101.4,Mobile,iratta,Ex velit dolorem accusamus voluptatem est excepturi. Nobis quos similique accusamus esse nobis. Expedita sequi nisi culpa dignissimos cumque eius repudiandae.
2021-04-18 05:25:42,916.68,Neelofar Mangal,cd89d2b840b7b6492b2c7851a6ede5b038319cdfaf44301b31fea0cfdde82403,Sane-Seshadri,9420,Farrukhabad,EUR,Visa,08/27,1de4d95a81eb1780d5c21a880a8be6595306670af426e40872b2a03c5cfb9996,00,b561d6e8-8a07-45ed-8156-d6ce3a12e100,0,3 or more,In-Person,195.181.10.190,Tablet,,"Ex expedita explicabo beatae excepturi. Ad molestias qui molestiae. Assumenda reiciendis error ea aut.
Animi non consequuntur similique aliquid sequi ipsa. Unde nesciunt tenetur."
2021-03-07 14:21:25,2873.36,Zain Dugal,567cc05409f48a242fb89b1f511b6e57a8c4b47d129273fba27e80e1fe205300,"Ratta, Bakshi and Uppal",9303,Bangalore,INR,American Express,08/33,210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,12,f768988f-49b5-41fa-8583-f6acb9acbbc0,1,1,In-Person,1.213.234.182,Mobile,ravelzara,"Labore ipsa porro eos hic.
Possimus recusandae provident voluptates. Ullam a quo exercitationem architecto fugiat. Laudantium voluptas consectetur eos excepturi."
2020-01-08 00:54:19,3583.7,Nitara Arora,d428be3d96681b8f2b0bce04662daed217722f00ffffea1dcaef4ed3a4b35791,Chakraborty Group,6935,Tinsukia,INR,Visa,12/23,8e28c5eb829e92abf7a5a921f42364cbb8b255d7c9861a68a3814a9de95d9d67,12,102a93d0-e7a9-4c3c-b2ae-8464e5479951,0,3 or more,In-Person,32.214.132.22,Tablet,,Laudantium earum dolore cum eligendi eaque laudantium est. Minus laborum eos ipsam nam placeat maxime.
2023-03-09 19:32:57,4058.43,Aarna Wadhwa,ff63b578121ed224a1eee0f8c9b5691d78fe0673b77f70cda00d889d6db09aee,Dara Inc,7695,Bareilly,USD,American Express,03/29,87acb1e183a2b0f74c3b2008b8ef6975a95269bc490a8886f317fa4bd714b085,12,1b6a4055-6327-4af8-960c-9307a4f31f58,1,None,In-Person,18.64.162.173,Desktop,iyerpranay,Impedit id temporibus ex modi fugit quibusdam. Esse quisquam voluptatem perferendis excepturi cum impedit sint. Tempora officia officia. Ipsa pariatur debitis doloribus.
2022-05-18 11:05:36,506.34,Shayak Swaminathan,493e70fe955561a94e98e2e8ba149dff8c1fe48bffbc681ae20772f84b77a043,"Srinivas, Thakur and Swaminathan",3729,Allahabad,INR,MasterCard,12/24,bc8db39f614342b78a67494dbece216d3726f6924b73563be34fc630ac1db7f5,05,b3595913-37e5-4cce-a209-bd1922f30063,0,1,In-Person,143.100.38.16,Mobile,kismatvala,"Ex facilis alias aperiam. Consequatur quis totam inventore quae cumque. Quae fuga accusamus distinctio maiores fugit.
Quis mollitia ad beatae ratione ex. Libero corporis fugiat alias."
2020-02-15 15:22:13,4993.49,Ranbir Uppal,08e03cf4378eb4ef23547fd4e59243188d3d0966c5d31e2cffa37ec80d7243c3,"Raja, Bhat and Chander",5307,Barasat,EUR,Visa,05/26,b967fb22d506bda1b4d8a878f46c85862f5d71bb7669ecc6b0fe65f5ad19f844,12,d97d1232-484b-4dda-b52a-f56a1e4c1649,1,None,Online,176.60.44.187,Mobile,yasmin25,"Optio soluta fuga repellat. Beatae ipsam et nesciunt ratione unde quo.
Tempora fugit nam enim quibusdam sapiente. Porro eligendi repudiandae.
Quod soluta officia distinctio."
2021-08-29 05:14:03,2640.91,Vivaan Thaman,ca7b1347c6f6ea271d934c36eced2e394d0dbcaea4660c9ad3494e85836dce8a,Goyal-Arya,5000,Bahraich,USD,Visa,04/26,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,00,449e09a1-e57f-4a64-be60-f93b23ed012f,1,None,Online,165.251.3.104,Mobile,azad00,Tempora pariatur laudantium quo ab doloribus. Dolores veniam accusantium.
2021-06-14 20:34:28,2811.24,Ryan Kumer,6f9f92abb6ad2fc1c3a56ec7c7d65124c1d1b67c84838c5b3ab8f9b3d0614adf,Dube Ltd,8161,Kharagpur,INR,Visa,09/30,3055e0d8130c7a197bc6e020afe9bea1edef31f33b720cc326dd404d8e3f82d5,00,57e576a3-5969-43f9-ab43-7aba23266e3a,0,3 or more,In-Person,31.29.185.164,Tablet,,"Quos expedita cum corrupti laboriosam inventore et. Recusandae tempora possimus qui eligendi earum mollitia.
Ipsum non commodi. A nam perferendis corrupti molestiae at rerum."
2020-12-30 13:57:12,1869.35,Samiha Balay,96c77c321a236049eb33f71580133a551de9412c16974dc74ca4672a29d362be,"Tiwari, Mall and Rattan",9545,Tirupati,INR,Visa,01/33,59b524f8de039389005bce58385cae1d9241abd663e87647727abc8802e85c3b,00,ad9d969f-e852-4989-b479-2229cd48367e,0,None,In-Person,117.50.126.113,Tablet,,Cumque id numquam corrupti totam nisi deserunt. Fuga ipsam dicta laborum rem recusandae cum. Modi id facilis quidem impedit placeat. Aut dignissimos placeat nesciunt.
2020-10-13 22:20:02,194.52,Jiya Dube,c453d65c8461bacca95aa9eceb1c0f1d99f7485e2e864b68a491ee0867a94add,Kalita Inc,6816,Amravati,INR,Visa,08/31,09eac95eb995b821f45353054da3c7eec5f5171fb061de72f1890679956b12a8,12,3297257d-1cc6-40d1-b7e0-eebc145bc911,1,3 or more,In-Person,206.41.3.109,Mobile,andrakartik,"Nisi accusantium neque dicta culpa repellendus praesentium. Adipisci qui dignissimos inventore. Quam eos aut quod corrupti.
Quas labore facilis blanditiis cupiditate dicta."
2020-08-14 08:11:53,2641.12,Nayantara Grewal,a4d6f9440f3db70005b51cb1e04b60e597ac324396ed4e531407ede5209dd64a,"Bhakta, Ganguly and Raju",3533,Ambattur,USD,Visa,05/28,b6cb293891dd62748d85aa2e00eb97e267870905edefdfe53a2ea0f3da49e88d,12,6ee59184-82c0-43fc-9254-85f72a74e3dd,1,2,In-Person,132.87.168.71,Mobile,,Aliquam totam odio iusto quaerat aliquam ea eum. Animi commodi velit error eveniet aperiam fuga possimus.
2022-11-16 11:10:25,2880.76,Rania Batta,b561074556afb9dfcd5507eef0b434e7a644a25130f4e7ea31709aaefb17dcf3,Bajwa Inc,5238,Sasaram,INR,MasterCard,06/25,04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,05,aa915ab7-1c63-4f36-907e-521a230175ee,0,None,Online,26.85.58.234,Tablet,,"Quasi reprehenderit quam. Nemo occaecati suscipit fuga esse.
Rem optio facilis dolorum tempora soluta. Non hic quo culpa dolorem repellendus. Officia accusamus eveniet nihil consectetur."
2022-11-14 17:56:00,3464.75,Dharmajan Dash,78a60a6802ec9676f53518801522a43943ebf877abb86f138698dc7052cf3be4,Grewal PLC,8953,Raiganj,EUR,Visa,11/27,a6c2a2325dfd588f202a240a06ccb2b037854e7097a303fc8991ecc15501528c,00,8f6ffec9-d41f-43b2-a4f4-4675d2128269,1,1,Online,197.62.143.115,Tablet,,Modi necessitatibus quis maxime accusantium vel. Dicta repudiandae voluptatum natus provident laborum. Est alias eaque quod. Error numquam quisquam quo debitis.
2022-04-16 00:52:05,4102.82,Armaan Dar,ada39ccd00d99283e5a55c2ad3a796eb26638c0faa8fc0f36ecb698b224cbf6f,"Kumer, Roy and Dutt",8007,Chapra,USD,American Express,08/26,7f3ee9fe1fbf452b0c242614e1cad18b6dce034e5bc80763dff6332e872ad2ff,05,a1689d2b-6353-44b6-9a66-45f61f460a7d,1,None,In-Person,211.94.41.11,Mobile,,Quo et ipsam quam sed. Laborum repudiandae nobis quod enim pariatur aut. Voluptatem recusandae adipisci officiis architecto.
2023-06-25 11:07:54,4875.85,Amira Uppal,5d376d0ba49d1eb07b6665fba2db2f40624bf4d092c7b1c5ec10416b207640ca,"Dugar, Kari and Dar",5347,Karaikudi,USD,Visa,04/32,8920a14a7f6469b955b114111564cb9736440238d220fc9fd525efdb9a056d3e,12,61f89f2e-7bf2-46c7-a0f3-d88aaf501e2f,1,3 or more,Online,217.201.60.20,Tablet,,Accusamus delectus fugiat aperiam voluptates tenetur. Reiciendis deserunt repellendus error maxime. Sit nisi repellat doloremque sapiente voluptates.
2021-06-05 16:32:37,4788.09,Zeeshan Lalla,63fa974ab1e5c7b534274f7260746648a65473d6431f08fea400cfde21da6bb2,Chad Inc,6641,Ranchi,USD,Visa,10/29,5c17cac5569c1ab72a3f009c7608dfc49299ad8f447e4724030ea416383b04fd,05,2ecdd23f-b0f7-4de9-8de6-79916bbcc709,1,2,In-Person,181.172.135.146,Tablet,samarswaminathan,Explicabo autem porro officiis voluptate. Magnam nobis aspernatur dolorum perspiciatis distinctio.
2021-12-22 23:18:35,3407.84,Alisha Ravel,c50ced3b10f8255489d5dc30c802ab8ab2fa7c9fca7133180ee16e05183a56b8,Kuruvilla PLC,1899,Navi Mumbai,USD,MasterCard,02/31,db9351a297a7362b3c913ac8de77bd9a1ccc0d61bada939db15a315f5e8113fc,05,7b22c4b3-8502-4333-862d-bba89fd06d7b,0,2,Online,208.180.11.76,Tablet,,Consequuntur reprehenderit praesentium eligendi ipsam occaecati deleniti voluptatibus. Quo officiis libero. Harum expedita neque ut sint eos.
2022-10-25 14:28:16,300.66,Tiya Samra,2cc8d75484439a0bce69daf6339054a6a28ca5382dfbc83dd339c8dfb8aa1d74,"Anand, Raval and Ahluwalia",1240,Tiruvottiyur,EUR,American Express,11/24,793733573a1dfd14a2e889a11b2ad7b6981de29df813863b528dc1ae99416eeb,00,6572a822-c62f-486d-8d88-3147f2208603,0,3 or more,In-Person,6.133.169.210,Tablet,upadhyayjhanvi,Perferendis at laudantium doloremque. Animi odio aperiam laudantium accusantium accusantium exercitationem.
2023-04-24 02:33:01,1081.58,Zaina Kothari,fb5a93f5cfd24a2137a1a47b9d69d6f2be49f4c7aeda8da5c0907bbac8e8b7ad,Chana Group,6113,Ahmedabad,INR,Visa,07/24,085b2a38876eeddc33e3fbf612912d3d52a45c37cee95cf42cd3099d0a3fd8cb,05,7aea13c6-6105-4c99-8714-1d6a7979ca50,0,None,In-Person,196.91.77.68,Tablet,dassshayak,"Ad veritatis voluptatem voluptatibus. Explicabo voluptatum sint illum.
Architecto perspiciatis veniam earum ad. Sint assumenda vitae deserunt."
2023-01-10 21:22:21,3254.81,Tanya Sachdeva,818d6e3a16ae4429352713677df48d830c760d6be8a45dc20697d18d4f09c51b,Yogi-Swaminathan,3058,Patiala,EUR,Visa,01/25,2ab0ce7632a611e907a40710ff46da13c5ba832f5a402c6f51e15f53d6e8fa0e,05,4509e63a-f7c3-475e-b814-460070371f2a,1,None,In-Person,197.42.147.154,Tablet,,"Repellat quas est aliquam. Eaque magnam harum repellendus et. Voluptatem praesentium quibusdam sed perferendis.
Accusantium voluptatum quas."
2023-01-01 12:59:51,1755.95,Akarsh Chaudry,e84d9959b6f31f4d1fcaed92ff8ec501b9f435500b090504a664562b2dbc8c33,Sagar-Kota,3385,Mysore,INR,Visa,10/31,fabf5b7fedb3e62a81c9298b19706249ee128011bf9d94867681020c16f8b741,00,5eb6f9ee-b81a-4f4c-9c34-2e87cd4b6bfe,1,None,Online,220.173.39.150,Mobile,,Consectetur quia eaque explicabo dolores recusandae recusandae. Accusamus tempore esse placeat amet odit. Iste alias consequatur molestias animi consequatur amet ab.
2023-03-25 02:44:40,1456.46,Lagan Bali,d4902918e4cd8236d60d41b533cfd422e18317bf4c65cd1576b90962dc2d7d77,Balakrishnan Inc,4097,Kollam,INR,MasterCard,07/25,f8809aff4d69bece79dabe35be0c708b890d7eafb841f121330667b77d2e2590,05,ae9572b5-fd32-4607-a6ec-000206672ada,0,1,In-Person,195.206.181.180,Mobile,rajagopalrati,"Sint magnam similique ex praesentium molestiae occaecati. Alias error minima deserunt. Non expedita quam repellat ad.
Autem blanditiis eaque harum voluptas soluta."
2022-08-02 08:07:12,1385.76,Yasmin Kumar,8cb6163ebda6294f91f3d053579f6336624dd46225daf7ea0960a41ff2e6a235,Kaur and Sons,3865,Bijapur,EUR,MasterCard,01/27,d72a11d264e746464ed45f73e1ec058e33ad40270c79324be171932d834d11f3,05,1fa710d1-6a06-4688-98fc-5376a05432cf,1,3 or more,In-Person,143.239.87.110,Mobile,,"Eaque dicta sapiente occaecati aliquid earum quaerat nam. Veniam vitae architecto unde consequuntur nesciunt amet a.
Vitae aut enim fugiat. Voluptatum sequi ipsum quaerat distinctio earum."
2021-11-21 21:46:34,3594.84,Kavya Bhatti,bab472a07232e7c7bfb7911b80a7858eb3ec7944067349d1324740da406b8624,Vaidya LLC,5109,Gandhidham,USD,Visa,05/25,3f9807cb9ae9fb6c30942af6139909d27753a5e03fe5a5c6e93b014f5b17366f,12,67557377-8458-4712-8a4a-341d01b623c5,1,2,In-Person,186.199.78.49,Desktop,doctorchirag,"Modi architecto voluptatum. Illum temporibus itaque corporis.
Soluta quidem qui sed repellendus. Suscipit reiciendis dolorem minus voluptas. Odio minima ab adipisci voluptate est voluptatum hic."
2022-02-10 20:31:29,3155.88,Jivika Rattan,e816fe3f77e700b3d13b8488a37755d1a5e373459ee4bb44e08cbd1762c2aeeb,"Setty, Karpe and Vig",6765,Dharmavaram,EUR,American Express,05/32,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,05,94b50729-9a5f-4dfc-8e1b-391cbc7b4597,0,2,In-Person,217.247.78.161,Tablet,,"Enim nemo maxime vel nihil eveniet. Ullam et maiores error tempora fugiat nemo.
Porro repudiandae commodi at libero numquam. Voluptatibus atque ullam fugiat."
2022-06-08 23:34:59,164.07,Mishti Mann,84ba6eb7f8104434d936645455170ab9f9d92b83a8ac77b0bf63725bdef2b2ce,Lad and Sons,3446,Bathinda,USD,Visa,08/26,a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c,00,06e5febd-1000-4210-8c03-27356967021a,1,2,In-Person,196.238.139.57,Desktop,anahitakunda,Hic earum ut eum sint tempore temporibus nesciunt. Soluta maiores occaecati fuga molestiae accusantium odit. Animi accusantium magnam libero.
2021-10-22 17:04:31,4165.48,Samar Borah,0d2618414c8083d780db4ab48b71796ef94ed67354329741005e8feb91a3735a,Trivedi Ltd,3044,Lucknow,EUR,MasterCard,11/32,df56bc061e91023bff33c6ba0d49d166a60e3aa9317f90e7a7fa3d7a65f96886,12,9ea4049e-7e03-47cf-8e5b-480ff3ddc2d8,1,2,In-Person,129.152.88.127,Tablet,samaira88,Quia perferendis veniam adipisci esse voluptas eius nesciunt. Incidunt fuga aliquam itaque. Eaque amet rerum beatae.
2023-04-22 16:54:58,2823.91,Misha Dube,c6d76ab77ceaabf9875d3a357cb9668c403c34f2fe20b4901058ab6caf412edb,Kant Inc,9857,Pune,EUR,MasterCard,08/29,90b5bc7f03c840b2efddb22ffdfc37dd12cb391b49aa0fc8751726c04d32ff30,05,b23866b2-79d7-46e0-bb4c-3d5c1da7b971,0,3 or more,In-Person,209.25.67.126,Mobile,vartyira,Accusamus et magni beatae sapiente nulla. Animi nam et culpa ipsam dolorem quaerat et.
2022-01-23 04:42:57,1338.86,Anya Sur,8cf8193a0354ef5f78690fbc160fde33e14fc5008ccdeabe50a6cabb62d9f5fd,Rama-Sawhney,8926,Ongole,INR,MasterCard,12/24,9dcbe7e30f0bd60827341113108a55f86b604f921e0792418a9810075dbf3d22,12,94c485b6-b340-46e9-bfbf-d60fddda195a,0,3 or more,In-Person,152.253.205.41,Mobile,,Aliquam ut repellat quas fugiat. Porro magni aspernatur ipsa libero impedit. Veniam perspiciatis quis necessitatibus esse rerum id dignissimos.
2023-07-10 03:39:39,3721.86,Nirvaan Baral,3becc7a265280615c963c0f9c7d1a4b92c9a7c5618a77091af7542c06f0a60fb,"Balakrishnan, Kohli and Kata",8844,Anantapur,INR,Visa,11/27,37c20f19f3272b5ccc3a5d80587eb9deb3f4afcf568c4280fb195568da8eb1a2,05,25df34f1-810a-4ef8-873a-ad002e568664,1,1,In-Person,187.146.16.208,Tablet,,"Praesentium et est. Harum nisi nesciunt totam deserunt sint laborum. Atque dolor beatae ducimus illo eius.
Officiis pariatur consectetur voluptas dolorem. Nesciunt accusamus consequatur perspiciatis."
2022-10-30 11:43:18,4146.54,Suhana Thaker,cb6afb02740fdedd33011ceed39a65b069c766a1e555b7a4eaf73053342ea91c,Golla Ltd,8041,Bareilly,USD,American Express,11/27,3097fc802d49355a0a256d4b07ab9f7257fcf35077cdb8133d59f607fedb229e,00,cef27823-3227-4b51-9466-18dd0cbe0cfa,0,3 or more,In-Person,87.218.105.217,Mobile,aniruddh46,Aspernatur temporibus ducimus pariatur. Modi qui voluptatibus adipisci aliquid rem doloremque. Facere minima culpa voluptas.
2023-03-31 05:41:58,2515.53,Kartik Gara,2c4941e5449d7196eef7fedc325a380f28ad128fcb4a6cd2db4b59b20e32e017,Shenoy PLC,2703,Tezpur,EUR,MasterCard,06/26,549a2fac47d713cc00f2db498ad6b5574fb03c9293aef6c7ad50a11b394c197d,05,2ba9d9b1-ee56-4268-b3b6-8a6ac212ad38,0,None,Online,202.50.26.224,Mobile,tsarna,Dignissimos dolorem sint velit maiores odio aspernatur. Voluptas fugit libero molestiae libero.
2022-08-02 00:47:58,4088.07,Onkar Dhingra,625636f8fe24cd4d75f955fa5897284e25ff19e84b1669f60a28091bccda3e58,"Sem, Bhatia and Kala",2206,Muzaffarpur,USD,American Express,08/29,79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,00,e0b2549b-5f4f-4e97-b8e5-ef17ce4dbf32,1,None,In-Person,220.44.41.155,Mobile,,Amet accusamus impedit voluptatum omnis. Ab fugit inventore nihil cupiditate nostrum illum alias. Minima aspernatur laborum.
2023-08-04 04:04:10,113.91,Kanav Sood,49cab3b09237e34d53821aa07186ef70a46099b0f0b1a90649a2a1e36bf144de,Goyal Group,6622,Noida,INR,MasterCard,11/32,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,00,f1081239-5f13-43f8-849d-d26ce415df4f,1,3 or more,In-Person,128.184.147.95,Mobile,raoaaryahi,Maxime adipisci esse ratione quia soluta perspiciatis. Qui explicabo adipisci quidem architecto asperiores. Sint voluptatum accusantium a consequuntur.
2022-01-20 11:10:10,3663.65,Mahika Sangha,79da1a5f49b85b8e53d3b1978687324b9c44469d1e0ef9a6b9345a35291f6cb5,Ray-Tak,3755,Sambalpur,USD,Visa,08/29,549a2fac47d713cc00f2db498ad6b5574fb03c9293aef6c7ad50a11b394c197d,12,3e76b64d-2435-4080-b572-851fe31ed20a,0,2,Online,213.97.170.147,Tablet,,"Inventore eius voluptatem similique. Architecto quas repellat deleniti suscipit.
Quidem rem quam. Repellendus quam corrupti pariatur omnis. Molestias eos rem cum totam."
2020-01-24 17:25:52,482.29,Vardaniya Dhar,3b4290c93ab492f9a5b9814a629d9a4009b54bdf382108f4a20723cc4a6023bc,Kibe-Golla,4739,Tumkur,USD,Visa,06/27,f0cbba2470c7c8706fe77e8d88e947ed8c33100409ffb51ae1af99af7d3077a8,12,212fba9c-d6f0-435d-be34-14d35541474b,1,None,Online,1.48.193.249,Desktop,,Beatae non impedit pariatur ipsa accusamus optio. Voluptatibus exercitationem sint voluptates delectus impedit. Est praesentium voluptas natus nisi rem recusandae.
2021-07-26 12:47:38,1310.13,Yuvaan Sur,5b7ad4f6f984113a2fb1b93fefd58f7cfba57f1c24c421534da6bd5e28fc51fc,Majumdar-Yogi,8680,Bangalore,EUR,American Express,01/25,8a8b2d66735ed03d0841027e42d38806eedd8e5bd5da54270f958a55d509091f,00,32aaf6ea-7336-4bdf-9a8c-7f881225e499,1,2,Online,129.245.249.114,Desktop,xmadan,Amet illum consectetur reiciendis esse. Aperiam quaerat suscipit dolore suscipit in nihil.
2020-04-08 23:56:59,2303.18,Biju Tara,9bf4e7795172455bee09fa61ee4f0ed2d7933bd0934597bea117518808665b8f,Sanghvi Ltd,7096,Anand,EUR,MasterCard,03/29,fcf1e4bf9cc9c1083647b91463e86f49c6961406c37055c7eb8ad13937a519db,00,a79e0ca7-791f-48f2-9123-9ee1c2d8ee71,1,2,In-Person,137.115.250.66,Mobile,tara19,"Dignissimos blanditiis maiores hic.
Consequatur magni a doloribus nobis. Rem ab nihil ad fugiat repellendus. Quas incidunt ad nesciunt quis velit fugit."
2021-02-04 21:36:12,3414.18,Sahil Biswas,39eba4a1e67b745931af5914737273f695daa6879853926f5f5e87aa08ebc33f,"Gola, Amble and Choudhary",2057,Tiruvottiyur,EUR,American Express,02/28,fbe10beedf9d29cf53137ba38859ffd1dbe7642cedb7ef0a102a3ab109b47842,12,4fdce305-2fd8-4af8-aa1a-12766617e51c,0,3 or more,Online,136.62.185.133,Desktop,anayabala,Quasi ducimus fugit maxime. Accusantium atque architecto quisquam iusto. Minus cum voluptatem aut recusandae.
2023-03-12 04:49:03,959.45,Sahil Kapur,204e4aa88d29f5ee71bc3bb1d2949457c2fb0fd40f08d2e358e11172f8ae3cad,Date PLC,1272,Jammu,INR,American Express,05/27,86a3f9b13a5b652f93cb17e3f4d212d84cf25c52a595f13fff9f3c5810afff1f,05,24ecf570-6e44-436e-b84d-e9b13188021e,1,3 or more,In-Person,133.97.196.119,Tablet,,"Quis officiis eligendi cum. Cupiditate sequi illo pariatur explicabo vel. Ducimus corrupti natus dolorum suscipit officia numquam.
Ipsum hic dolorum fugiat voluptatibus. Porro culpa dicta ad nostrum."
